room_id_name,room_id_difficulty,room_id_tools,room_id_description,room_id_practical_applicability,room_id_lessons_learnt,room_id_user_opinions
Auditing and Monitoring,easy,"['Windows Event Logs', 'Sysmon', 'audit policy configuration tools']",- **TryHackMe Hill Cipher** room dictates mathematical decryption involving matrix inversion modulo 26 ($\text{mod 26}$),"Security monitoring fundamentals, audit logging, detection capabilities","['Windows audit policies', 'event log analysis', 'Sysmon configuration', 'security monitoring best practices']",Solid foundation for Windows security monitoring
Autopsy,easy,"['Autopsy', 'disk forensics tools', 'evidence analysis tools']",- **TryHackMe Inferno** room progression requires systematic Linux exploitation mirroring Dante's descent; enhancement involves meticulous **nmap** service enumeration to identify weak SSH/SMB configurations or unpatched software versions; exploitation methodology focuses on privilege escalation,"Digital forensics fundamentals, disk analysis, evidence collection","['Autopsy interface', 'disk image analysis', 'deleted file recovery', 'timeline analysis', 'forensic investigation methodology']","Excellent introduction to digital forensics, practical Autopsy usage"
AV Evasion: Shellcode,hard,"['Metasploit', 'custom encoders', 'shellcode manipulation tools', 'msfvenom']",- **TryHackMe Introduction to Flask** security enhancement demands rigorous endpoint enumeration using **gobuster** against common Flask blueprints and configuration files (`/config`,"AV evasion techniques, shellcode development, bypassing security controls","['Shellcode encoding', 'polymorphic shellcode', 'AV bypass techniques', 'custom encoders', 'in-memory execution']","Advanced but essential for red teamers, practical evasion techniques"
Aware Online Banking,medium,"['Various web exploitation tools', 'business logic testing tools']",- **TryHackMe Intro to Endpoint Security** utilizes Windows Sysmon event logging analysis (Event ID 1: Process Creation,"Web application security, business logic testing, financial application security","['Business logic flaws', 'race conditions', 'insufficient validation', 'banking application vulnerabilities']",Good for understanding business logic vulnerabilities in financial applications
Azure Infrastructure Recon,medium,"['Azure CLI', 'PowerShell', 'ROADtools', 'Azure enumeration tools']",- **TryHackMe Network Services room guide technique** context **Service security**: Deep-dive enumeration of exposed SMB/FTP/HTTP services utilizing **nmap** scripting engine (NSE) for version fingerprinting and default credential checks; enhancement methodology focuses on patching known CVEs identified via service banners and employing WAFs for web-facing services; practical implementation involves brute-forcing weak service credentials found during **enumeration** (**dirbuster** for hidden web directories) followed by privilege escalation **exploitation** against identified vulnerable services,"Cloud security, Azure reconnaissance, cloud pentesting fundamentals","['Azure enumeration', 'tenant discovery', 'resource reconnaissance', 'Azure AD enumeration', 'cloud attack surface mapping']","Excellent for cloud security professionals, practical Azure pentesting"
Azure Network Recon,medium,"['Azure Network tools', 'NSG analysis tools', 'Azure CLI']",- **TryHackMe Networking Concepts room guide technique** context **Networking fundamentals**: Deep dive into OSI/TCP-IP models for targeted **reconnaissance**; utilizing **nmap** (e.g.,"Azure network security, cloud networking, network segmentation analysis","['VNet enumeration', 'NSG analysis', 'subnet discovery', 'Azure networking concepts', 'cloud network segmentation']","Valuable for Azure network security, comprehensive networking coverage"
Baby Encryption,easy,"['Python', 'basic cryptography tools', 'XOR operations']",- **TryHackMe Networking Core Protocols room guide technique** context **Protocol understanding**: Analyzing packet captures (PCAPs) from a compromised host to identify protocol misuse beyond default configurations; **enumeration** of common services via aggressive **nmap** scripting engine (NSE) scans (e.g.,"Introduction to cryptanalysis, basic encryption concepts","['Basic cipher breaking', 'XOR encryption', 'frequency analysis basics', 'cryptographic fundamentals']",Good introduction for absolute beginners in cryptography
Backtrack,medium,"['Nmap', 'various enumeration tools', 'exploitation frameworks']",- **TryHackMe Networking Essentials room guide technique** context **Complete networking basics**: Utilizing `nmap`'s comprehensive service version detection (`-sV`) to fingerprint specific application builds running on standard ports (e.g.,"General pentesting skills, enumeration techniques","['Linux exploitation', 'enumeration techniques', 'privilege escalation practice']",Decent practice but not particularly memorable
BadByte,medium,"['Nmap', 'SSH port forwarding', 'WordPress scanning', 'Metasploit']",- **TryHackMe NetworkMiner room guide technique** context **PCAP analysis**: Utilizing **NetworkMiner**'s artifact extraction capabilities to pivot from a raw PCAP to specific reconstructed data streams,"SSH tunneling techniques, port forwarding, attacking internal services","['SSH dynamic port forwarding', 'local port forwarding', 'WordPress exploitation', 'attacking services not directly accessible']","Valued for practical SSH tunneling scenarios, good intermediate challenge"
Baron Samedit,easy,"['Sudo exploit (CVE-2021-3156)', 'C compiler', 'Linux tools']",- **TryHackMe New Hire Old Artifacts room guide technique** context **Historical forensics**: Applying **theHarvester** output metadata from historical system images to refine **gobuster** or **dirbuster** wordlists,"Understanding critical sudo vulnerability, heap buffer overflow exploitation","['CVE-2021-3156 exploitation', 'heap buffer overflow', 'sudo vulnerability', 'checking for vulnerable systems', 'applying patches']","Highly relevant for understanding recent critical Linux vulnerability, practical exploitation demonstration"
Basic Dynamic Analysis,medium,"['Dynamic analysis tools', 'debuggers', 'sandboxes', 'process monitors']","- **Meterpreter Post-Exploitation Payload Lifecycle & Evasion**: After initial **msfvenom** shell staging, Meterpreter employs complex inter-process migration (`migrate` command) to evade termination, leveraging kernel-level API calls fundamentally operating around OSI Layers 3/4 interaction for C2 maintenance via encrypted channels; post-exploitation enumeration progresses from local system enumeration (`sysinfo`, `getuid`) to privilege escalation (`getsystem`), followed by lateral movement using Mimikatz (`load kiwi` for credential dumping); practical steps mandate backgrounding the session (`background`), re-establishing persistence mechanisms (e.g., modifying `Run` keys via registry manipulation tools, conceptually Layer 7), and finally, utilizing pivoting techniques (e.g., setting up SOCKS proxy tunnels using **autoroute** and **socks4a**) to execute internal network scans using **nmap** against non-directly accessible subnets, bypassing initial perimeter defenses established during the reconnaissance phase where tools like **theHarvester** identified the target landscape. (171 words; Tools: msfvenom, Meterpreter (built-in commands: migrate, getsystem, kiwi, autoroute, socks4a), nmap, theHarvester; Methodology: Persistence Establishment, Credential Harvesting, Internal Pivoting/Network Expansion; Implementation: Secure C2 channel, escalate privileges, deploy internal enumeration tools via established tunnel.)","Malware analysis fundamentals, behavioral analysis techniques, dynamic analysis methodologies","['Dynamic analysis techniques', 'process monitoring', 'API call analysis', 'behavioral indicators', 'sandbox evasion detection']",Good introduction to dynamic malware analysis methodology
Basic Malware RE,medium,"['IDA Free', 'Ghidra', 'x64dbg', 'basic RE tools']","- **Mindgames Puzzle Decryption & Enumeration Strategy**: Mindgames room challenges demand non-standard execution paths, bypassing typical **nmap** service enumeration or **gobuster** directory brute-forcing; techniques often involve reverse-engineering base64/ROT variations, analyzing provided file metadata discrepancies, and exploiting logic flaws within challenge scripts, treating input/output validation as the primary vulnerability vector; practical enhancement involves systematic base conversion checks (Hex rightarrow ASCII rightarrow Decimal), iterative application of substitution ciphers until flag syntax is recognized, and utilizing command-line text processing tools like **grep** or **awk** to rapidly filter voluminous, obfuscated text outputs until a key variable or shell command execution sequence is isolated for final flag submission. (104 words; Tools: nmap, gobuster (limited applicability), grep, awk, manual cipher tools; Methodology: Cryptographic Analysis, Logic Flaw Exploitation, Data Filtering; Implementation: Iterative substitution, metadata examination, pattern recognition in high-entropy data streams.)","Malware reverse engineering basics, understanding malware behavior through analysis","['Static malware analysis', 'dynamic analysis basics', 'unpacking malware', 'identifying malicious behavior', 'PE structure']","Excellent foundation for malware analysis, well-structured progression"
